,r,c,income_high,income_low,income_low_sliding_20,income_high_sliding_20,probability_low,probability_low_sliding_20
0,0.01,1.5,1.2965694436420687,-0.1494319532141553,-0.14788161737119135,1.3018103997355885,0.9993000699930007,0.9993600639936007
1,0.011491491491491491,1.5,1.3100190409299288,-0.14912426472159174,-0.1476079451978045,1.3021758289064436,0.9996000399960004,0.9993700629937006
2,0.012982982982982984,1.5,1.3047760093535938,-0.14960310378737626,-0.14726388170126475,1.3014003305110753,0.9994000599940006,0.9993600639936007
3,0.014474474474474475,1.5,1.3029539775698005,-0.1490479326709312,-0.1470107533720542,1.300634514366599,0.9991000899910009,0.9993650634936506
4,0.015965965965965966,1.5,1.2953871846785654,-0.14669665930492132,-0.14671173802463525,1.300782108010044,0.9993000699930007,0.9993700629937006
5,0.017457457457457456,1.5,1.3163689074867648,-0.14727247363482326,-0.14654415520336156,1.3008885996434505,0.999000099990001,0.9993800619938005
6,0.018948948948948947,1.5,1.2966797400415782,-0.14800985760083624,-0.14638100508426247,1.2999581751111855,0.9995000499950005,0.9993900609939006
7,0.020440440440440442,1.5,1.284934557710886,-0.14716068308817606,-0.14631715700914488,1.3003658332219596,0.9993000699930007,0.9993650634936507
8,0.021931931931931933,1.5,1.2990803066222252,-0.14979019083762898,-0.14609784949166135,1.3005874187688682,0.9994000599940006,0.9993650634936507
9,0.023423423423423424,1.5,1.2963152652892185,-0.14774771442892545,-0.14578695755674603,1.3005471680925682,0.9995000499950005,0.9993600639936009
10,0.024914914914914918,1.5,1.3133448307326063,-0.14756378861506292,-0.14550224207826862,1.3010104243904106,0.9992000799920008,0.9993600639936007
11,0.02640640640640641,1.5,1.303745203621628,-0.14700343645923747,-0.14546099225183998,1.3003060174667336,0.9995000499950005,0.9993600639936007
12,0.0278978978978979,1.5,1.3013791520402536,-0.1480700208777395,-0.14518535006386757,1.299423184630058,0.9993000699930007,0.9993600639936006
13,0.02938938938938939,1.5,1.2854578495923905,-0.14738537245747346,-0.14474300048456784,1.2999435707367293,0.9994000599940006,0.9993700629937005
14,0.03088088088088088,1.5,1.2924153807269982,-0.1484428228615007,-0.14449372044448583,1.3005986416963313,0.9994000599940006,0.9993750624937505
15,0.03237237237237237,1.5,1.3060926155250325,-0.14695877851874442,-0.1442593674280364,1.301012220684047,0.9995000499950005,0.9993800619938005
16,0.03386386386386386,1.5,1.3115005987036965,-0.14757073563708273,-0.14402030074665642,1.3006962780219165,0.9994000599940006,0.9993600639936006
17,0.035355355355355354,1.5,1.3062987193081017,-0.14771974867996096,-0.1438220593709681,1.2998997557360408,0.999000099990001,0.9993600639936006
18,0.036846846846846845,1.5,1.3034101819323451,-0.14446220556066094,-0.14349118804468997,1.2993276166473322,0.9996000399960004,0.9993800619938007
19,0.03833833833833834,1.5,1.3094790292040892,-0.14857060446699777,-0.14333087081734475,1.29906605863003,0.9995000499950005,0.9993700629937008
20,0.039829829829829834,1.5,1.303878027059169,-0.14395850974641888,-0.14291835048162913,1.2985125782917477,0.9995000499950005,0.999365063493651
21,0.041321321321321325,1.5,1.294509073022563,-0.1422429947907967,-0.1426932638709084,1.2979049856205416,0.9994000599940006,0.9993550644935508
22,0.042812812812812816,1.5,1.2894596864640635,-0.1445405372031648,-0.1425346902645983,1.2980871079182008,0.9995000499950005,0.9993400659934008
23,0.04430430430430431,1.5,1.3059058504387049,-0.14306762572255208,-0.1424761269952955,1.2982165780106947,0.9992000799920008,0.9993350664933509
24,0.0457957957957958,1.5,1.2975170173466948,-0.14334500287944718,-0.14241002391766835,1.2981685134744108,0.9995000499950005,0.9993450654934508
25,0.04728728728728729,1.5,1.2977604168414651,-0.1440094712528423,-0.14236237325416196,1.2986910157203992,0.9992000799920008,0.9993450654934508
26,0.04877877877877878,1.5,1.3048329022570573,-0.14673289609848383,-0.14211498919352078,1.2989567922085847,0.999000099990001,0.9993550644935508
27,0.05027027027027028,1.5,1.2893662686490592,-0.1427745327385062,-0.1419263352131969,1.2985769959211433,0.9993000699930007,0.9993700629937008
28,0.05176176176176177,1.5,1.298275293096225,-0.14357235213932223,-0.1416931518715575,1.298825350775078,0.9993000699930007,0.9993750624937509
29,0.05325325325325326,1.5,1.305580391246071,-0.1420534048593769,-0.14143118595219584,1.2978601117737192,0.9995000499950005,0.9993750624937509
30,0.05474474474474475,1.5,1.2992566922590645,-0.14673879208649035,-0.14129410610830861,1.297425402392012,0.9992000799920008,0.9993750624937506
31,0.05623623623623624,1.5,1.2860885468881134,-0.14149059269978992,-0.14078631183370666,1.2979886925085622,0.9995000499950005,0.9993650634936507
32,0.05772772772772773,1.5,1.3117868741736793,-0.13922302929174504,-0.14065417548926756,1.2980671167937126,0.9995000499950005,0.9993600639936007
33,0.05921921921921922,1.5,1.2985592687844347,-0.1423997716558328,-0.14053718974326335,1.2974523356341154,0.9995000499950005,0.9993500649935008
34,0.060710710710710714,1.5,1.30068696048131,-0.14375576253251282,-0.14028469020672568,1.2970876518158467,0.9995000499950005,0.9993350664933509
35,0.062202202202202204,1.5,1.2997737622824221,-0.1421774448911439,-0.1399814795971536,1.297001087822845,0.9991000899910009,0.9993350664933507
36,0.0636936936936937,1.5,1.2955701529861783,-0.14360590812331706,-0.13972924344724483,1.296589318574526,0.9994000599940006,0.9993500649935007
37,0.06518518518518518,1.5,1.294855937533933,-0.14110232215439802,-0.13922382652615267,1.2965045032256868,0.9994000599940006,0.9993500649935008
38,0.06667667667667668,1.5,1.2981790215863038,-0.14125586101375648,-0.1390293441788107,1.2970364689427911,0.9994000599940006,0.9993500649935008
39,0.06816816816816818,1.5,1.2984094224384404,-0.14032019775268517,-0.13887528260994825,1.2970055688637567,0.9994000599940006,0.9993550644935508
40,0.06965965965965966,1.5,1.2917261736350478,-0.139456777532004,-0.1388234286117888,1.2960575788680941,0.9993000699930007,0.9993600639936007
41,0.07115115115115116,1.5,1.2981515189757467,-0.13907152266459488,-0.13853329978602835,1.2960578225111001,0.9991000899910009,0.9993600639936007
42,0.07264264264264264,1.5,1.2920490883139417,-0.1433692718171081,-0.13829606553280135,1.2958010177050907,0.9994000599940006,0.9993700629937006
43,0.07413413413413414,1.5,1.3049445597130243,-0.14174556417000955,-0.1376427575035845,1.2959072176232365,0.9994000599940006,0.9993700629937008
44,0.07562562562562562,1.5,1.3079670622664643,-0.14239198960931942,-0.13724802232624514,1.2956909680447481,0.9995000499950005,0.9993600639936007
45,0.07711711711711712,1.5,1.3030759466051747,-0.139061790040019,-0.13686177920739384,1.2966527944914015,0.9994000599940006,0.9992600739926008
46,0.0786086086086086,1.5,1.2972369765082312,-0.14295981649200593,-0.13692561503768635,1.2961545101366312,0.9993000699930007,0.9992500749925007
47,0.0801001001001001,1.5,1.2943333657277503,-0.13811086590571903,-0.1363406911125196,1.2967152028800846,0.9994000599940006,0.9992600739926006
48,0.08159159159159159,1.5,1.278970513069049,-0.1383330337520883,-0.13621005039951176,1.2962651375551144,0.9993000699930007,0.9992600739926008
49,0.08308308308308308,1.5,1.2968862036119297,-0.13931180798163242,-0.13594920455006354,1.2976904891168655,0.9995000499950005,0.9992650734926508
50,0.08457457457457457,1.5,1.310522494590066,-0.13658290659445144,-0.13569582363328728,1.2983633204143339,0.999000099990001,0.9992650734926508
51,0.08606606606606607,1.5,1.287657032591122,-0.13884786581100758,-0.1352759116670345,1.2973619136503651,0.9994000599940006,0.9992850714928508
52,0.08755755755755755,1.5,1.299491250981734,-0.1368833143716612,-0.13479846683098523,1.2971993437694898,0.9993000699930007,0.999285071492851
53,0.08904904904904905,1.5,1.2912655924190648,-0.13734978092507916,-0.1345195696293579,1.296449364706668,0.9992000799920008,0.9992900709929009
54,0.09054054054054055,1.5,1.2989556806212719,-0.13769155034107097,-0.13408443495563196,1.2968665144123253,0.9995000499950005,0.9992950704929511
55,0.09203203203203203,1.5,1.2915383773160432,-0.13713272189296852,-0.13364425083541637,1.2964384558003288,0.9994000599940006,0.9993000699930009
56,0.09352352352352353,1.5,1.2938738460093921,-0.13349756970147383,-0.1334199668426173,1.2970292378192965,0.9994000599940006,0.9993050694930508
57,0.09501501501501501,1.5,1.3054952518760226,-0.1372126752075585,-0.13300935640973788,1.2978938412640215,0.9994000599940006,0.9992900709929007
58,0.09650650650650651,1.5,1.2975610200056118,-0.13817462963650742,-0.1326431725365254,1.2975798865976675,0.9995000499950005,0.9992900709929007
59,0.097997997997998,1.5,1.2794496225251937,-0.13928311778949667,-0.13226172387836269,1.2967322104647045,0.9995000499950005,0.9992850714928508
60,0.09948948948948949,1.5,1.2917310464951701,-0.13365420101679482,-0.13175504053645595,1.2967637265335252,0.9993000699930007,0.9992750724927509
61,0.10098098098098097,1.5,1.2930154228555522,-0.13432683760005532,-0.13159069334226692,1.2972375826094704,0.9993000699930007,0.9992850714928508
62,0.10247247247247247,1.5,1.2941730866768613,-0.13030311123277113,-0.13102170201597185,1.2979441147432882,0.9994000599940006,0.9992900709929009
63,0.10396396396396396,1.5,1.3006195681432544,-0.13385086062322182,-0.1307753878170454,1.2980797680293847,0.9992000799920008,0.9992650734926508
64,0.10545545545545545,1.5,1.327203591199536,-0.134667127232294,-0.13064003812952335,1.2977182042502244,0.9975002499750025,0.9992800719928008
65,0.10694694694694695,1.5,1.2931102595097654,-0.14033850664586933,-0.13021069919545222,1.2963992829456086,0.9992000799920008,0.9993500649935008
66,0.10843843843843844,1.5,1.3084508313772956,-0.13126133798867062,-0.12946999669199974,1.2962843947997826,0.9995000499950005,0.9993550644935507
67,0.10992992992992993,1.5,1.2853320592283521,-0.13549805164556136,-0.12947998246602688,1.2957163931898006,0.9994000599940006,0.9993550644935507
68,0.11142142142142142,1.5,1.3074775443040663,-0.13311611676312415,-0.1288451924773823,1.2981359057090665,0.9994000599940006,0.9989201079892011
69,0.11291291291291292,1.5,1.3103428295612953,-0.13424418964610757,-0.12822004618281962,1.2982355788037574,0.9995000499950005,0.9987901209879013
70,0.1144044044044044,1.5,1.290494359310692,-0.12818466726939576,-0.127712934027062,1.2967664338746017,0.9994000599940006,0.9987501249875013
71,0.1158958958958959,1.5,1.2844056349736126,-0.12929896909002234,-0.12747405207138393,1.2967578828752346,0.9994000599940006,0.9987401259874013
72,0.11738738738738738,1.5,1.2844916697253053,-0.13130537033911416,-0.1268886089384446,1.2967641276190094,0.9994000599940006,0.9987301269873011
73,0.11887887887887888,1.5,1.2996085865322111,-0.1286470874505603,-0.12650776490566568,1.2971251642173507,0.9993000699930007,0.9987101289871013
74,0.12037037037037036,1.5,1.2903945083813424,-0.12888786793675946,-0.12630214192530737,1.2971474191088173,0.9996000399960004,0.9987151284871516
75,0.12186186186186186,1.5,1.3033540176953973,-0.1326470420369874,-0.12639183851868546,1.297512954593682,0.9995000499950005,0.9987001299870016
76,0.12335335335335336,1.5,1.3111659149038875,-0.12528536104388555,-0.12600027442309406,1.296875705376925,0.9991000899910009,0.9986851314868515
77,0.12484484484484484,1.5,1.2992161585489466,-0.12988899774330845,-0.1260151342437248,1.2977857296686943,0.9994000599940006,0.9985201479852016
78,0.12633633633633634,1.5,1.280607497346353,-0.13054565647325303,-0.1258408842882238,1.2976496910345428,0.9994000599940006,0.9985251474852515
79,0.12782782782782784,1.5,1.2800799439016066,-0.12914945095136252,-0.12568620773276445,1.2992986409070428,0.9993000699930007,0.9983701629837016
80,0.12931931931931934,1.5,1.30120816801407,-0.13036725713301361,-0.12508171351991526,1.2996199331316975,0.9995000499950005,0.9983701629837016
81,0.1308108108108108,1.5,1.3071460655319107,-0.12294701107415455,-0.12444318267610972,1.2987220487660804,0.9994000599940006,0.9983451654834518
82,0.1323023023023023,1.5,1.2968861523987907,-0.12537682725424215,-0.12422858333629361,1.2982571357294304,0.9989001099890011,0.9983301669833017
83,0.1337937937937938,1.5,1.2933882925600506,-0.13114386687278107,-0.12387011271691169,1.2974101641144982,0.9995000499950005,0.9983551644835519
84,0.1352852852852853,1.5,1.3008251651072233,-0.1260803485508711,-0.12337082602767435,1.2970895510569949,0.9989001099890011,0.9983551644835517
85,0.1367767767767768,1.5,1.2908124965932448,-0.1255244565768194,-0.12316571084790577,1.297136181484217,0.9993000699930007,0.9983551644835517
86,0.1382682682682683,1.5,1.297090799177658,-0.13146105346921397,-0.12259772878187088,1.2972975792498012,0.9995000499950005,0.9983551644835517
87,0.13975975975975977,1.5,1.3337223096136666,-0.12280225187266962,-0.12179170289674557,1.2970857441382377,0.9907009299070093,0.9983501649835018
88,0.14125125125125126,1.5,1.3094710061978874,-0.12061319087187128,-0.12169865590511542,1.2954463172513038,0.9968003199680032,0.9987801219878014
89,0.14274274274274276,1.5,1.280959930978181,-0.12410194653095437,-0.12130097712985374,1.2947143886963608,0.9987001299870013,0.9989101089891014
90,0.14423423423423426,1.5,1.2903233393233455,-0.12340702815583439,-0.12094707722645526,1.2949052003042818,0.9992000799920008,0.9989401059894012
91,0.14572572572572573,1.5,1.284530529849108,-0.11759010643123625,-0.12112663912616164,1.2941242528364252,0.9992000799920008,0.9989251074892513
92,0.14721721721721723,1.5,1.2917124016921293,-0.12368848968353567,-0.12127332810240246,1.2951608314771477,0.999000099990001,0.9989401059894011
93,0.14870870870870873,1.5,1.3000536843615442,-0.1245346278433943,-0.1209491493130365,1.2956886353160553,0.9994000599940006,0.9989401059894011
94,0.15020020020020022,1.5,1.297705218078642,-0.13068179980432112,-0.12065947951718296,1.2956293346601795,0.9993000699930007,0.998935106489351
95,0.1516916916916917,1.5,1.290609033360251,-0.12481576012515888,-0.11991684771580005,1.2956685260031744,0.9992000799920008,0.9989251074892511
96,0.1531831831831832,1.5,1.329366400739283,-0.12558255745650046,-0.11932067736408791,1.2973945619617933,0.9958004199580042,0.9987751224877514
97,0.1546746746746747,1.5,1.2964953858659125,-0.12640399863328822,-0.11885524626374862,1.2969941802904434,0.9995000499950005,0.9988351164883513
98,0.1561661661661662,1.5,1.3135864947963465,-0.12745212536406567,-0.11814513462970366,1.2967186121695757,0.9963003699630038,0.9988151184881513
99,0.15765765765765768,1.5,1.286505788394704,-0.11705956669437859,-0.11719156457038689,1.2955606254154288,0.9993000699930007,0.998955104489551
100,0.15914914914914916,1.5,1.2832504807017293,-0.11759664025690347,-0.11733181317382897,1.2975592507498217,0.999000099990001,0.9988051194880511
101,0.16064064064064065,1.5,1.297847804798911,-0.11865502427783219,-0.11683951308587917,1.2973223791278774,0.9991000899910009,0.9988201179882011
102,0.16213213213213215,1.5,1.279946720100147,-0.11820741486660391,-0.11636939145840561,1.297197533713321,0.9994000599940006,0.9988301169883013
103,0.16362362362362365,1.5,1.2869760314099896,-0.12115813308803387,-0.11612480186525773,1.2975515282929164,0.9995000499950005,0.9988301169883014
104,0.16511511511511512,1.5,1.3017577736516623,-0.12197804495550034,-0.11573522846212274,1.2980843913099587,0.9989001099890011,0.9988151184881513
105,0.16660660660660662,1.5,1.2940404519049318,-0.11416481525612121,-0.11518017054071776,1.2981002486329554,0.9993000699930007,0.9988451154884512
106,0.16809809809809811,1.5,1.292854096946389,-0.11534053576670782,-0.11524404578976015,1.298214732629019,0.9994000599940006,0.9988501149885012
107,0.1695895895895896,1.5,1.3009337718749787,-0.12094131204006635,-0.11523153892054934,1.2991018859189598,0.9993000699930007,0.9988501149885014
108,0.1710810810810811,1.5,1.2948324350990312,-0.11265961536663789,-0.1148084433424232,1.299285031695823,0.9994000599940006,0.9988501149885014
109,0.17257257257257258,1.5,1.2847761631365964,-0.11702394846298476,-0.11446094837693314,1.299043701722724,0.9993000699930007,0.9988401159884013
110,0.17406406406406408,1.5,1.2747043899662194,-0.1269982661499619,-0.11397586742802772,1.2993012928524372,0.9989001099890011,0.9988401159884013
111,0.17555555555555558,1.5,1.3052621026635554,-0.12052388595605232,-0.11303254232687807,1.2996272639065294,0.9995000499950005,0.9988601139886013
112,0.17704704704704707,1.5,1.3022684784702807,-0.11720491389621669,-0.11216774863410436,1.2985975910269318,0.999000099990001,0.9988601139886011
113,0.17853853853853854,1.5,1.2988676712440264,-0.11874123192632374,-0.11141865130922624,1.2982218428925767,0.9993000699930007,0.9988801119888011
114,0.18003003003003004,1.5,1.2984890449385418,-0.11582916377666266,-0.11074681931569227,1.2973415898694196,0.9991000899910009,0.9988801119888013
115,0.18152152152152154,1.5,1.3251297525326255,-0.11289235309091626,-0.10993193420333389,1.296675183590499,0.9962003799620038,0.9988951104889512
116,0.18301301301301304,1.5,1.3213587673122926,-0.11627393544971464,-0.10929593301209961,1.2949995778041967,0.997000299970003,0.9990400959904011
117,0.1845045045045045,1.5,1.2909840234485537,-0.11220176595238915,-0.1086874604055218,1.2940914559429566,0.9991000899910009,0.9991600839916008
118,0.185995995995996,1.5,1.2904267597134098,-0.10838072417773022,-0.10835032576751251,1.2940552382401505,0.9991000899910009,0.9991600839916008
119,0.1874874874874875,1.5,1.3264782950825578,-0.11986453876322002,-0.10800672001117533,1.295043938433297,0.9963003699630038,0.999155084491551
120,0.188978978978979,1.5,1.278513048262845,-0.10775063849790738,-0.1072798513967435,1.2935506123352654,0.9993000699930007,0.9993000699930008
121,0.1904704704704705,1.5,1.2953508965077891,-0.1092525917283609,-0.1068050873216331,1.2939960871385519,0.9993000699930007,0.9993050694930508
122,0.19196196196196197,1.5,1.2870266116920528,-0.11331562300364661,-0.10630135052142069,1.2930961379560564,0.9994000599940006,0.9992800719928008
123,0.19345345345345347,1.5,1.2976332917508366,-0.11336666502533402,-0.10562619580031549,1.293042155516205,0.9992000799920008,0.9992750724927509
124,0.19494494494494496,1.5,1.3020749201115969,-0.11087688652740066,-0.10509333438488551,1.2951071291390852,0.9995000499950005,0.9988651134886511
125,0.19643643643643646,1.5,1.2963301318262028,-0.11544232023696915,-0.10474099689158829,1.2952609641602193,0.9994000599940006,0.9988501149885012
126,0.19792792792792793,1.5,1.3105971627452035,-0.11509039838249158,-0.10421947841299155,1.2945425715501604,0.9994000599940006,0.9988101189881012
127,0.19941941941941943,1.5,1.3045966874122468,-0.11247940047754323,-0.10384783279772439,1.2930324491443212,0.9993000699930007,0.9987851214878513
128,0.20091091091091093,1.5,1.2900058356370483,-0.10570971605683731,-0.1033439931227931,1.2935845639033041,0.9992000799920008,0.9985851414858515
129,0.20240240240240243,1.5,1.2899279857308634,-0.10732232948487583,-0.10297022565546729,1.2934059550138346,0.9993000699930007,0.9985901409859016
130,0.20389389389389392,1.5,1.2812238110480603,-0.1081317641269691,-0.10274867600824618,1.2935871218871289,0.9993000699930007,0.9986001399860014
131,0.2053853853853854,1.5,1.284668645071606,-0.10322801210057835,-0.10199046882326479,1.2944978353180026,0.9995000499950005,0.9985501449855013
132,0.2068768768768769,1.5,1.2947535157831778,-0.1022229673986537,-0.10120496913251734,1.2948748047077565,0.9994000599940006,0.9985201479852014
133,0.2083683683683684,1.5,1.281262610780882,-0.10530459205564495,-0.10084228893722191,1.2942580955347824,0.9993000699930007,0.9984901509849016
134,0.2098598598598599,1.5,1.2851609193601263,-0.09953146152949502,-0.10008129995864856,1.295388984275942,0.9994000599940006,0.9985051494850514
135,0.21135135135135136,1.5,1.29161763680658,-0.10017232926623035,-0.10040210470300508,1.295686665190323,0.9991000899910009,0.9984801519848017
136,0.21284284284284286,1.5,1.3031963300874925,-0.10410448331815846,-0.10006470267137266,1.295644430695803,0.9994000599940006,0.9984251574842518
137,0.21433433433433435,1.5,1.2902596693924318,-0.10545907319220334,-0.09901416455072069,1.2950351391298922,0.9991000899910009,0.9984151584841516
138,0.21582582582582585,1.5,1.3102007635763413,-0.10150860905098688,-0.09836047630559015,1.2959383985456225,0.999000099990001,0.9984251574842515
139,0.21731731731731735,1.5,1.2966117731219235,-0.10532716647458354,-0.09794992989609017,1.2949373982178494,0.9992000799920008,0.9984401559844016
140,0.21880880880880882,1.5,1.2874225443285792,-0.09825535699569897,-0.09747304423352893,1.2947320354905716,0.9994000599940006,0.9983301669833018
141,0.22030030030030032,1.5,1.2773519128578787,-0.09917785572411261,-0.09706766083985259,1.2953300800474978,0.9988001199880012,0.9983351664833517
142,0.22179179179179181,1.5,1.2859469628950262,-0.09981252858154302,-0.09671554741647291,1.29618862720886,0.9993000699930007,0.9983601639836017
143,0.2232832832832833,1.5,1.3389327642084414,-0.10270943671673417,-0.0960165188440052,1.2960965617637252,0.991000899910009,0.9983651634836518
144,0.22477477477477478,1.5,1.3051516205342781,-0.10383013666145623,-0.09540181547018597,1.2936735414804064,0.9992000799920008,0.9987801219878014
145,0.22626626626626628,1.5,1.28196227962502,-0.10501195066503431,-0.09470184257102433,1.2932340520417096,0.9986001399860014,0.9987851214878514
146,0.22775775775775778,1.5,1.2803947146284227,-0.1076574860771484,-0.09401740516292185,1.2934425926714308,0.9989001099890011,0.9988151184881513
147,0.22924924924924928,1.5,1.3156389825919028,-0.10240260697891751,-0.09337002937959984,1.2937362656997524,0.9953004699530047,0.9988351164883513
148,0.23074074074074075,1.5,1.2864336578476612,-0.09823436671032117,-0.09278397389169166,1.292407976983581,0.9993000699930007,0.9990400959904011
149,0.23223223223223224,1.5,1.2935513231967497,-0.10289133654045357,-0.09216045876566711,1.2947919152469622,0.9995000499950005,0.9985101489851017
150,0.23372372372372374,1.5,1.2994380796655318,-0.09296762042734133,-0.09132574267795385,1.294932484618187,0.9983001699830018,0.9985101489851017
151,0.23521521521521524,1.5,1.2922080328666878,-0.0875180182856293,-0.09102094395109443,1.2959259791058308,0.9989001099890011,0.9983251674832518
152,0.23670670670670674,1.5,1.2824193323236928,-0.09496936349274526,-0.09146727672772817,1.2952714485208667,0.9988001199880012,0.9983401659834017
153,0.2381981981981982,1.5,1.3038803856040728,-0.09008481248417806,-0.09073364721903429,1.295663596611285,0.9996000399960004,0.9983451654834518
154,0.2396896896896897,1.5,1.291114537647742,-0.10594755641662516,-0.090335825108516,1.29501806224988,0.9989001099890011,0.9983201679832018
155,0.2411811811811812,1.5,1.290772946916183,-0.09342428863358172,-0.08927061084359537,1.2956682206586525,0.998000199980002,0.9983051694830518
156,0.2426726726726727,1.5,1.2910104987692743,-0.08309372090511942,-0.08895657022410561,1.2970043588557876,0.9992000799920008,0.9981401859814018
157,0.24416416416416417,1.5,1.3083248577070425,-0.09238530828959228,-0.08898100012749842,1.297287892824172,0.9993000699930007,0.9981501849815018
