,r,c,income_high,income_low
0,0.01,2.0,1.7062355290451936,-0.19631232030664408
1,0.011091091091091092,2.0,1.7161958958194052,-0.1972180711884257
2,0.012182182182182182,2.0,1.74208396942003,-0.19735141846835141
3,0.013273273273273274,2.0,1.7295912234851927,-0.19511393771604088
4,0.014364364364364366,2.0,1.7274726136024277,-0.19722020903190804
5,0.015455455455455456,2.0,1.750503495407226,-0.19728166457642404
6,0.016546546546546546,2.0,1.7419187393921636,-0.19288009898908012
7,0.01763763763763764,2.0,1.7167260298816374,-0.19889628999473888
8,0.01872872872872873,2.0,1.7465433761481977,-0.19289235513130001
9,0.019819819819819822,2.0,1.7261215503314116,-0.19052631868438472
10,0.020910910910910914,2.0,1.7209315831130816,-0.19835270757020215
11,0.022002002002002002,2.0,1.7491511282828476,-0.19746801046003679
12,0.023093093093093098,2.0,1.7103881907240297,-0.19407056941648917
13,0.024184184184184186,2.0,1.7244071326360293,-0.19913769951273733
14,0.025275275275275278,2.0,1.7242560964035065,-0.19586320752144953
15,0.02636636636636637,2.0,1.726518120463119,-0.19844158554441016
16,0.02745745745745746,2.0,1.7414047686586458,-0.19478597246906718
17,0.028548548548548554,2.0,1.7499382892757882,-0.19753975093062753
18,0.029639639639639642,2.0,1.7289762763992274,-0.19004542047378653
19,0.03073073073073073,2.0,1.7405174661310516,-0.19094060207430463
20,0.031821821821821826,2.0,1.7321524694508088,-0.194539074379884
21,0.032912912912912914,2.0,1.7211407508885384,-0.19375832343139113
22,0.03400400400400401,2.0,1.7389140458537304,-0.19513736466159048
23,0.0350950950950951,2.0,1.7538217004295331,-0.19598163696596005
24,0.036186186186186194,2.0,1.7322627638157655,-0.1988989058382074
25,0.03727727727727728,2.0,1.746164342926093,-0.19080881054035714
26,0.03836836836836837,2.0,1.7515457121470268,-0.18687509605411232
27,0.039459459459459466,2.0,1.709889144577825,-0.18687084970055173
28,0.040550550550550554,2.0,1.7207111547910838,-0.19160238042119726
29,0.04164164164164165,2.0,1.745908817211606,-0.18616094152629728
30,0.04273273273273274,2.0,1.7324185613073422,-0.19879952403335488
31,0.04382382382382383,2.0,1.725542545057713,-0.1873486982047234
32,0.04491491491491492,2.0,1.7368047993387705,-0.19735014698912803
33,0.04600600600600601,2.0,1.7239552684438864,-0.19039128630593255
34,0.047097097097097106,2.0,1.7508584921866943,-0.18715235012309497
35,0.048188188188188194,2.0,1.7303197596392679,-0.19282306400227675
36,0.04927927927927929,2.0,1.7388910879473929,-0.19007650618720798
37,0.05037037037037038,2.0,1.7357801008798766,-0.19606488275444037
38,0.051461461461461466,2.0,1.7103492941702694,-0.19869300249381358
39,0.05255255255255256,2.0,1.7392742947640039,-0.19539473400551294
40,0.05364364364364365,2.0,1.73160178305016,-0.19182774254863527
41,0.054734734734734745,2.0,1.717228353114687,-0.1949749202163991
42,0.055825825825825834,2.0,1.723378222335738,-0.19780827864670109
43,0.05691691691691692,2.0,1.7396805791449814,-0.18451400607651064
44,0.05800800800800802,2.0,1.7352546477511626,-0.19140312323887812
45,0.059099099099099106,2.0,1.7375160419841467,-0.18830567702809456
46,0.0601901901901902,2.0,1.7353965650061458,-0.19689689698589358
47,0.06128128128128129,2.0,1.7466950353675474,-0.18929635150414803
48,0.062372372372372385,2.0,1.711717331074455,-0.19441630483601416
49,0.06346346346346347,2.0,1.7499778804215516,-0.18935594323471777
50,0.06455455455455456,2.0,1.7293094336217607,-0.19659694254852617
51,0.06564564564564565,2.0,1.7411888482987066,-0.19459876094043121
52,0.06673673673673675,2.0,1.725144399726058,-0.1960119442708713
53,0.06782782782782784,2.0,1.7362632644886393,-0.19814258627517783
54,0.06891891891891892,2.0,1.7490885910061618,-0.18653110076236767
55,0.07001001001001002,2.0,1.732680260421797,-0.18702863899769323
56,0.07110110110110111,2.0,1.739542139230224,-0.19642161227874197
57,0.0721921921921922,2.0,1.734188350311533,-0.18850116760606198
58,0.07328328328328329,2.0,1.7053035706843713,-0.18675136692958227
59,0.07437437437437437,2.0,1.7437412293974393,-0.18836892880527834
60,0.07546546546546547,2.0,1.7290688845403512,-0.19769785537615372
61,0.07655655655655656,2.0,1.7073988288714494,-0.1929358704256477
62,0.07764764764764766,2.0,1.7154916784685448,-0.1910816636757649
63,0.07873873873873874,2.0,1.717130272503843,-0.19384875503781396
64,0.07982982982982983,2.0,1.7267719220924138,-0.19892853580184225
65,0.08092092092092093,2.0,1.7160305651458139,-0.1894874641600895
66,0.08201201201201201,2.0,1.7018956166391743,-0.1853871485534083
67,0.08310310310310311,2.0,1.7130009264157218,-0.1875893170974204
68,0.0841941941941942,2.0,1.740736375436411,-0.19376711226901203
69,0.0852852852852853,2.0,1.713733798200709,-0.1837254095198428
70,0.08637637637637638,2.0,1.740927721781159,-0.18427047185257941
71,0.08746746746746747,2.0,1.7398163367008004,-0.18798487269213998
72,0.08855855855855857,2.0,1.7393257510717697,-0.19701292979306026
73,0.08964964964964965,2.0,1.7243007825272485,-0.18622956579703276
74,0.09074074074074075,2.0,1.7442052488337114,-0.18425573803396816
75,0.09183183183183184,2.0,1.7269784188936452,-0.19149216127965285
76,0.09292292292292292,2.0,1.6965015880503487,-0.19710003399821954
77,0.09401401401401402,2.0,1.7398772698812985,-0.19042748877821886
78,0.09510510510510511,2.0,1.709312692322963,-0.19916313650219417
79,0.09619619619619621,2.0,1.718749736297023,-0.18927591871314664
80,0.09728728728728729,2.0,1.7194193388537062,-0.18855437789447613
81,0.09837837837837839,2.0,1.6972369966198675,-0.1947943322035055
82,0.09946946946946948,2.0,1.741269465721473,-0.19140761161433598
83,0.10056056056056056,2.0,1.73622729757442,-0.19095517327072825
84,0.10165165165165166,2.0,1.7276257119168905,-0.18537909057670363
85,0.10274274274274275,2.0,1.752198269589364,-0.19122424407370794
86,0.10383383383383384,2.0,1.737069195192524,-0.17652442860056394
87,0.10492492492492493,2.0,1.7423534297228924,-0.19375546782559117
88,0.10601601601601603,2.0,1.7156416575199795,-0.19064462142010488
89,0.10710710710710712,2.0,1.742659581202674,-0.18947662350061167
90,0.1081981981981982,2.0,1.7034321085449922,-0.19633023191826518
91,0.1092892892892893,2.0,1.7241490350692614,-0.1862804032707452
92,0.1103803803803804,2.0,1.7105722303542716,-0.19346944297944155
93,0.11147147147147148,2.0,1.7219002806047368,-0.19901161740866785
94,0.11256256256256257,2.0,1.742102085524716,-0.18582721142033012
95,0.11365365365365367,2.0,1.740456927898002,-0.17858505140948422
96,0.11474474474474476,2.0,1.7454222170208549,-0.18766498585660626
97,0.11583583583583584,2.0,1.7320995614680776,-0.1858453868362088
98,0.11692692692692694,2.0,1.748919117486367,-0.1764287516752584
99,0.11801801801801803,2.0,1.7300602159933558,-0.17089337319978012
100,0.11910910910910912,2.0,1.7097801151052228,-0.18935064507822677
101,0.12020020020020021,2.0,1.7434113754893863,-0.18650078527423575
102,0.1212912912912913,2.0,1.7300536211060973,-0.18817061781050667
103,0.12238238238238239,2.0,1.7097477903963578,-0.16853636983096942
104,0.12347347347347348,2.0,1.7396645556491843,-0.1731138090596001
105,0.12456456456456458,2.0,1.7553364780619418,-0.18846066111945692
106,0.12565565565565567,2.0,1.7172196365791603,-0.17872933375972996
107,0.12674674674674677,2.0,1.7416761575728044,-0.18209337357847236
108,0.12783783783783786,2.0,1.7381981095284498,-0.18543692149060026
109,0.12892892892892896,2.0,1.7140658911180648,-0.17681366560781517
110,0.13002002002002003,2.0,1.7319326440794705,-0.18107334313687526
111,0.13111111111111112,2.0,1.7317603818332918,-0.18287551183985715
112,0.13220220220220222,2.0,1.7288971848543901,-0.18239724115843214
113,0.1332932932932933,2.0,1.7216855340542914,-0.18753943324164973
114,0.1343843843843844,2.0,1.7473243028981136,-0.1851916346468291
115,0.1354754754754755,2.0,1.7089332952612886,-0.17944236715442866
116,0.1365665665665666,2.0,1.72977348145533,-0.18884478506566443
117,0.1376576576576577,2.0,1.7229764693215626,-0.18345089219467858
118,0.13874874874874876,2.0,1.7385724986581743,-0.18324524526883998
119,0.13983983983983986,2.0,1.7225518370304878,-0.18477531760179813
120,0.14093093093093095,2.0,1.7384367185424565,-0.1776095135303176
121,0.14202202202202205,2.0,1.7167768021765013,-0.18336466658957218
122,0.14311311311311314,2.0,1.7266195861421234,-0.17918457864412832
123,0.14420420420420424,2.0,1.7306189053738446,-0.1841234595716355
124,0.14529529529529533,2.0,1.7446357419056093,-0.18349863636528368
125,0.1463863863863864,2.0,1.7378796551287259,-0.1827769600048432
126,0.1474774774774775,2.0,1.7255319642098812,-0.18577718202464938
127,0.1485685685685686,2.0,1.7135623383221095,-0.19902671611334907
128,0.1496596596596597,2.0,1.727402444448258,-0.1710620112915019
129,0.15075075075075078,2.0,1.7317234526520806,-0.174144781324205
130,0.15184184184184188,2.0,1.743121750153914,-0.17672266861509747
131,0.15293293293293297,2.0,1.7430906763491496,-0.19101582291412686
132,0.15402402402402404,2.0,1.7228086324027074,-0.17302454387290184
133,0.15511511511511514,2.0,1.743567638817262,-0.17141416932316078
